station_id,station_type,timestamp,hour,temp,humidity,weather,is_weekend,ride_out,ride_in
43,居住区,2018-01-01 00:00:00,0,-2,67,1,1,4,3
44,交通枢纽,2018-01-01 00:00:00,0,-2,67,1,1,7,7
45,校园,2018-01-01 00:00:00,0,-2,67,1,1,5,5
46,地铁站,2018-01-01 00:00:00,0,-2,67,1,1,3,3
47,商业区,2018-01-01 00:00:00,0,-2,67,1,1,3,2
48,居住区,2018-01-01 00:00:00,0,-2,67,1,1,4,3
49,交通枢纽,2018-01-01 00:00:00,0,-2,67,1,1,6,6
50,校园,2018-01-01 00:00:00,0,-2,67,1,1,6,5
1,地铁站,2018-01-01 01:00:00,1,-3,71,1,1,1,0
2,商业区,2018-01-01 01:00:00,1,-3,71,1,1,2,1
3,居住区,2018-01-01 01:00:00,1,-3,71,1,1,3,3
4,交通枢纽,2018-01-01 01:00:00,1,-3,71,1,1,6,6
5,校园,2018-01-01 01:00:00,1,-3,71,1,1,4,3
6,地铁站,2018-01-01 01:00:00,1,-3,71,1,1,1,0
7,商业区,2018-01-01 01:00:00,1,-3,71,1,1,3,4
8,居住区,2018-01-01 01:00:00,1,-3,71,1,1,3,3
9,交通枢纽,2018-01-01 01:00:00,1,-3,71,1,1,4,3
10,校园,2018-01-01 01:00:00,1,-3,71,1,1,5,5
11,地铁站,2018-01-01 01:00:00,1,-3,71,1,1,3,2
12,商业区,2018-01-01 01:00:00,1,-3,71,1,1,3,2
13,居住区,2018-01-01 01:00:00,1,-3,71,1,1,3,3
14,交通枢纽,2018-01-01 01:00:00,1,-3,71,1,1,3,2
15,校园,2018-01-01 01:00:00,1,-3,71,1,1,4,3
16,地铁站,2018-01-01 01:00:00,1,-3,71,1,1,1,1
17,商业区,2018-01-01 01:00:00,1,-3,71,1,1,2,2
18,居住区,2018-01-01 01:00:00,1,-3,71,1,1,2,2
19,交通枢纽,2018-01-01 01:00:00,1,-3,71,1,1,3,2
20,校园,2018-01-01 01:00:00,1,-3,71,1,1,5,4
21,地铁站,2018-01-01 01:00:00,1,-3,71,1,1,2,2
22,商业区,2018-01-01 01:00:00,1,-3,71,1,1,2,2
23,居住区,2018-01-01 01:00:00,1,-3,71,1,1,3,3
24,交通枢纽,2018-01-01 01:00:00,1,-3,71,1,1,3,2
25,校园,2018-01-01 01:00:00,1,-3,71,1,1,4,4
26,地铁站,2018-01-01 01:00:00,1,-3,71,1,1,2,2
27,商业区,2018-01-01 01:00:00,1,-3,71,1,1,2,2
28,居住区,2018-01-01 01:00:00,1,-3,71,1,1,3,2
29,交通枢纽,2018-01-01 01:00:00,1,-3,71,1,1,6,6
30,校园,2018-01-01 01:00:00,1,-3,71,1,1,3,3
31,地铁站,2018-01-01 01:00:00,1,-3,71,1,1,2,2
32,商业区,2018-01-01 01:00:00,1,-3,71,1,1,3,2
33,居住区,2018-01-01 01:00:00,1,-3,71,1,1,4,4
34,交通枢纽,2018-01-01 01:00:00,1,-3,71,1,1,5,6
35,校园,2018-01-01 01:00:00,1,-3,71,1,1,4,3
36,地铁站,2018-01-01 01:00:00,1,-3,71,1,1,2,1
37,商业区,2018-01-01 01:00:00,1,-3,71,1,1,3,3
38,居住区,2018-01-01 01:00:00,1,-3,71,1,1,3,3
39,交通枢纽,2018-01-01 01:00:00,1,-3,71,1,1,4,4
40,校园,2018-01-01 01:00:00,1,-3,71,1,1,4,5
41,地铁站,2018-01-01 01:00:00,1,-3,71,1,1,2,1
42,商业区,2018-01-01 01:00:00,1,-3,71,1,1,2,2
43,居住区,2018-01-01 01:00:00,1,-3,71,1,1,3,3
44,交通枢纽,2018-01-01 01:00:00,1,-3,71,1,1,4,3
45,校园,2018-01-01 01:00:00,1,-3,71,1,1,3,2
46,地铁站,2018-01-01 01:00:00,1,-3,71,1,1,2,2
47,商业区,2018-01-01 01:00:00,1,-3,71,1,1,3,2
48,居住区,2018-01-01 01:00:00,1,-3,71,1,1,3,3
49,交通枢纽,2018-01-01 01:00:00,1,-3,71,1,1,3,3
50,校园,2018-01-01 01:00:00,1,-3,71,1,1,4,3
1,地铁站,2018-01-01 02:00:00,2,-3,73,1,1,2,2
2,商业区,2018-01-01 02:00:00,2,-3,73,1,1,3,3
3,居住区,2018-01-01 02:00:00,2,-3,73,1,1,2,1
4,交通枢纽,2018-01-01 02:00:00,2,-3,73,1,1,3,3
5,校园,2018-01-01 02:00:00,2,-3,73,1,1,3,4
6,地铁站,2018-01-01 02:00:00,2,-3,73,1,1,2,2
7,商业区,2018-01-01 02:00:00,2,-3,73,1,1,3,3
8,居住区,2018-01-01 02:00:00,2,-3,73,1,1,2,2
9,交通枢纽,2018-01-01 02:00:00,2,-3,73,1,1,3,2
10,校园,2018-01-01 02:00:00,2,-3,73,1,1,3,3
11,地铁站,2018-01-01 02:00:00,2,-3,73,1,1,3,2
12,商业区,2018-01-01 02:00:00,2,-3,73,1,1,2,1
13,居住区,2018-01-01 02:00:00,2,-3,73,1,1,2,2
14,交通枢纽,2018-01-01 02:00:00,2,-3,73,1,1,3,2
15,校园,2018-01-01 02:00:00,2,-3,73,1,1,3,3
16,地铁站,2018-01-01 02:00:00,2,-3,73,1,1,1,1
17,商业区,2018-01-01 02:00:00,2,-3,73,1,1,2,1
18,居住区,2018-01-01 02:00:00,2,-3,73,1,1,4,4
19,交通枢纽,2018-01-01 02:00:00,2,-3,73,1,1,2,2
20,校园,2018-01-01 02:00:00,2,-3,73,1,1,3,3
21,地铁站,2018-01-01 02:00:00,2,-3,73,1,1,1,0
22,商业区,2018-01-01 02:00:00,2,-3,73,1,1,2,2
23,居住区,2018-01-01 02:00:00,2,-3,73,1,1,2,1
24,交通枢纽,2018-01-01 02:00:00,2,-3,73,1,1,3,2
25,校园,2018-01-01 02:00:00,2,-3,73,1,1,4,4
26,地铁站,2018-01-01 02:00:00,2,-3,73,1,1,1,1
27,商业区,2018-01-01 02:00:00,2,-3,73,1,1,3,3
28,居住区,2018-01-01 02:00:00,2,-3,73,1,1,2,1
29,交通枢纽,2018-01-01 02:00:00,2,-3,73,1,1,4,3
30,校园,2018-01-01 02:00:00,2,-3,73,1,1,3,3
31,地铁站,2018-01-01 02:00:00,2,-3,73,1,1,1,0
32,商业区,2018-01-01 02:00:00,2,-3,73,1,1,0,0
33,居住区,2018-01-01 02:00:00,2,-3,73,1,1,2,1
34,交通枢纽,2018-01-01 02:00:00,2,-3,73,1,1,4,3
35,校园,2018-01-01 02:00:00,2,-3,73,1,1,3,3
36,地铁站,2018-01-01 02:00:00,2,-3,73,1,1,2,1
37,商业区,2018-01-01 02:00:00,2,-3,73,1,1,3,3
38,居住区,2018-01-01 02:00:00,2,-3,73,1,1,2,2
39,交通枢纽,2018-01-01 02:00:00,2,-3,73,1,1,3,2
40,校园,2018-01-01 02:00:00,2,-3,73,1,1,3,2
41,地铁站,2018-01-01 02:00:00,2,-3,73,1,1,2,2
42,商业区,2018-01-01 02:00:00,2,-3,73,1,1,3,2
43,居住区,2018-01-01 02:00:00,2,-3,73,1,1,4,2
44,交通枢纽,2018-01-01 02:00:00,2,-3,73,1,1,3,3
45,校园,2018-01-01 02:00:00,2,-3,73,1,1,3,2
46,地铁站,2018-01-01 02:00:00,2,-3,73,1,1,2,1
47,商业区,2018-01-01 02:00:00,2,-3,73,1,1,2,2
48,居住区,2018-01-01 02:00:00,2,-3,73,1,1,3,2
49,交通枢纽,2018-01-01 02:00:00,2,-3,73,1,1,4,4
50,校园,2018-01-01 02:00:00,2,-3,73,1,1,4,4
1,地铁站,2018-01-01 03:00:00,3,-4,75,1,1,1,0
2,商业区,2018-01-01 03:00:00,3,-4,75,1,1,2,2
3,居住区,2018-01-01 03:00:00,3,-4,75,1,1,2,2
4,交通枢纽,2018-01-01 03:00:00,3,-4,75,1,1,3,2
5,校园,2018-01-01 03:00:00,3,-4,75,1,1,3,2
6,地铁站,2018-01-01 03:00:00,3,-4,75,1,1,1,1
7,商业区,2018-01-01 03:00:00,3,-4,75,1,1,2,2
8,居住区,2018-01-01 03:00:00,3,-4,75,1,1,2,2
9,交通枢纽,2018-01-01 03:00:00,3,-4,75,1,1,3,2
10,校园,2018-01-01 03:00:00,3,-4,75,1,1,2,1
11,地铁站,2018-01-01 03:00:00,3,-4,75,1,1,1,1
12,商业区,2018-01-01 03:00:00,3,-4,75,1,1,1,1
13,居住区,2018-01-01 03:00:00,3,-4,75,1,1,1,0
14,交通枢纽,2018-01-01 03:00:00,3,-4,75,1,1,3,3
15,校园,2018-01-01 03:00:00,3,-4,75,1,1,3,3
16,地铁站,2018-01-01 03:00:00,3,-4,75,1,1,1,0
17,商业区,2018-01-01 03:00:00,3,-4,75,1,1,1,0
18,居住区,2018-01-01 03:00:00,3,-4,75,1,1,2,1
19,交通枢纽,2018-01-01 03:00:00,3,-4,75,1,1,2,1
20,校园,2018-01-01 03:00:00,3,-4,75,1,1,3,2
21,地铁站,2018-01-01 03:00:00,3,-4,75,1,1,1,1
22,商业区,2018-01-01 03:00:00,3,-4,75,1,1,2,1
23,居住区,2018-01-01 03:00:00,3,-4,75,1,1,2,2
24,交通枢纽,2018-01-01 03:00:00,3,-4,75,1,1,1,0
25,校园,2018-01-01 03:00:00,3,-4,75,1,1,2,1
26,地铁站,2018-01-01 03:00:00,3,-4,75,1,1,1,1
27,商业区,2018-01-01 03:00:00,3,-4,75,1,1,2,1
28,居住区,2018-01-01 03:00:00,3,-4,75,1,1,2,1
29,交通枢纽,2018-01-01 03:00:00,3,-4,75,1,1,2,1
30,校园,2018-01-01 03:00:00,3,-4,75,1,1,2,1
31,地铁站,2018-01-01 03:00:00,3,-4,75,1,1,1,1
32,商业区,2018-01-01 03:00:00,3,-4,75,1,1,1,1
33,居住区,2018-01-01 03:00:00,3,-4,75,1,1,2,1
34,交通枢纽,2018-01-01 03:00:00,3,-4,75,1,1,2,2
35,校园,2018-01-01 03:00:00,3,-4,75,1,1,2,1
36,地铁站,2018-01-01 03:00:00,3,-4,75,1,1,1,1
37,商业区,2018-01-01 03:00:00,3,-4,75,1,1,2,2
38,居住区,2018-01-01 03:00:00,3,-4,75,1,1,3,2
39,交通枢纽,2018-01-01 03:00:00,3,-4,75,1,1,3,3
40,校园,2018-01-01 03:00:00,3,-4,75,1,1,4,3
41,地铁站,2018-01-01 03:00:00,3,-4,75,1,1,1,0
42,商业区,2018-01-01 03:00:00,3,-4,75,1,1,1,0
43,居住区,2018-01-01 03:00:00,3,-4,75,1,1,1,1
44,交通枢纽,2018-01-01 03:00:00,3,-4,75,1,1,2,2
45,校园,2018-01-01 03:00:00,3,-4,75,1,1,3,2
46,地铁站,2018-01-01 03:00:00,3,-4,75,1,1,1,1
47,商业区,2018-01-01 03:00:00,3,-4,75,1,1,1,1
48,居住区,2018-01-01 03:00:00,3,-4,75,1,1,2,1
49,交通枢纽,2018-01-01 03:00:00,3,-4,75,1,1,1,1
50,校园,2018-01-01 03:00:00,3,-4,75,1,1,2,2
1,地铁站,2018-01-01 04:00:00,4,-4,76,1,1,0,0
2,商业区,2018-01-01 04:00:00,4,-4,76,1,1,1,1
3,居住区,2018-01-01 04:00:00,4,-4,76,1,1,1,1
4,交通枢纽,2018-01-01 04:00:00,4,-4,76,1,1,1,0
5,校园,2018-01-01 04:00:00,4,-4,76,1,1,2,2
6,地铁站,2018-01-01 04:00:00,4,-4,76,1,1,1,0
7,商业区,2018-01-01 04:00:00,4,-4,76,1,1,1,1
8,居住区,2018-01-01 04:00:00,4,-4,76,1,1,2,1
9,交通枢纽,2018-01-01 04:00:00,4,-4,76,1,1,3,3
10,校园,2018-01-01 04:00:00,4,-4,76,1,1,2,2
11,地铁站,2018-01-01 04:00:00,4,-4,76,1,1,2,2
12,商业区,2018-01-01 04:00:00,4,-4,76,1,1,1,1
13,居住区,2018-01-01 04:00:00,4,-4,76,1,1,2,2
14,交通枢纽,2018-01-01 04:00:00,4,-4,76,1,1,1,1
15,校园,2018-01-01 04:00:00,4,-4,76,1,1,2,1
16,地铁站,2018-01-01 04:00:00,4,-4,76,1,1,1,0
17,商业区,2018-01-01 04:00:00,4,-4,76,1,1,1,1
18,居住区,2018-01-01 04:00:00,4,-4,76,1,1,2,2
19,交通枢纽,2018-01-01 04:00:00,4,-4,76,1,1,3,2
20,校园,2018-01-01 04:00:00,4,-4,76,1,1,1,0
21,地铁站,2018-01-01 04:00:00,4,-4,76,1,1,1,0
22,商业区,2018-01-01 04:00:00,4,-4,76,1,1,0,0
23,居住区,2018-01-01 04:00:00,4,-4,76,1,1,1,1
24,交通枢纽,2018-01-01 04:00:00,4,-4,76,1,1,2,1
25,校园,2018-01-01 04:00:00,4,-4,76,1,1,2,1
26,地铁站,2018-01-01 04:00:00,4,-4,76,1,1,1,1
27,商业区,2018-01-01 04:00:00,4,-4,76,1,1,1,1
28,居住区,2018-01-01 04:00:00,4,-4,76,1,1,1,0
29,交通枢纽,2018-01-01 04:00:00,4,-4,76,1,1,2,1
30,校园,2018-01-01 04:00:00,4,-4,76,1,1,2,1
31,地铁站,2018-01-01 04:00:00,4,-4,76,1,1,2,2
32,商业区,2018-01-01 04:00:00,4,-4,76,1,1,1,1
33,居住区,2018-01-01 04:00:00,4,-4,76,1,1,1,0
34,交通枢纽,2018-01-01 04:00:00,4,-4,76,1,1,2,2
35,校园,2018-01-01 04:00:00,4,-4,76,1,1,2,1
36,地铁站,2018-01-01 04:00:00,4,-4,76,1,1,1,0
37,商业区,2018-01-01 04:00:00,4,-4,76,1,1,1,1
38,居住区,2018-01-01 04:00:00,4,-4,76,1,1,2,1
39,交通枢纽,2018-01-01 04:00:00,4,-4,76,1,1,2,2
40,校园,2018-01-01 04:00:00,4,-4,76,1,1,3,3
41,地铁站,2018-01-01 04:00:00,4,-4,76,1,1,1,0
42,商业区,2018-01-01 04:00:00,4,-4,76,1,1,1,1
43,居住区,2018-01-01 04:00:00,4,-4,76,1,1,1,0
44,交通枢纽,2018-01-01 04:00:00,4,-4,76,1,1,2,1
45,校园,2018-01-01 04:00:00,4,-4,76,1,1,3,3
46,地铁站,2018-01-01 04:00:00,4,-4,76,1,1,1,1
47,商业区,2018-01-01 04:00:00,4,-4,76,1,1,1,0
48,居住区,2018-01-01 04:00:00,4,-4,76,1,1,2,2
49,交通枢纽,2018-01-01 04:00:00,4,-4,76,1,1,1,0
50,校园,2018-01-01 04:00:00,4,-4,76,1,1,1,0
1,地铁站,2018-01-01 05:00:00,5,-3,72,1,1,2,2
2,商业区,2018-01-01 05:00:00,5,-3,72,1,1,1,1
3,居住区,2018-01-01 05:00:00,5,-3,72,1,1,2,1
4,交通枢纽,2018-01-01 05:00:00,5,-3,72,1,1,2,1
5,校园,2018-01-01 05:00:00,5,-3,72,1,1,3,2
6,地铁站,2018-01-01 05:00:00,5,-3,72,1,1,2,1
7,商业区,2018-01-01 05:00:00,5,-3,72,1,1,2,1
8,居住区,2018-01-01 05:00:00,5,-3,72,1,1,2,2
9,交通枢纽,2018-01-01 05:00:00,5,-3,72,1,1,3,2
10,校园,2018-01-01 05:00:00,5,-3,72,1,1,3,3
11,地铁站,2018-01-01 05:00:00,5,-3,72,1,1,1,1
12,商业区,2018-01-01 05:00:00,5,-3,72,1,1,1,1
13,居住区,2018-01-01 05:00:00,5,-3,72,1,1,2,1
14,交通枢纽,2018-01-01 05:00:00,5,-3,72,1,1,2,2
15,校园,2018-01-01 05:00:00,5,-3,72,1,1,3,2
16,地铁站,2018-01-01 05:00:00,5,-3,72,1,1,2,1
17,商业区,2018-01-01 05:00:00,5,-3,72,1,1,2,1
18,居住区,2018-01-01 05:00:00,5,-3,72,1,1,2,2
19,交通枢纽,2018-01-01 05:00:00,5,-3,72,1,1,2,1
20,校园,2018-01-01 05:00:00,5,-3,72,1,1,3,2
21,地铁站,2018-01-01 05:00:00,5,-3,72,1,1,2,1
22,商业区,2018-01-01 05:00:00,5,-3,72,1,1,2,2
23,居住区,2018-01-01 05:00:00,5,-3,72,1,1,1,0
24,交通枢纽,2018-01-01 05:00:00,5,-3,72,1,1,3,2
25,校园,2018-01-01 05:00:00,5,-3,72,1,1,3,2
26,地铁站,2018-01-01 05:00:00,5,-3,72,1,1,1,0
27,商业区,2018-01-01 05:00:00,5,-3,72,1,1,2,2
28,居住区,2018-01-01 05:00:00,5,-3,72,1,1,2,1
29,交通枢纽,2018-01-01 05:00:00,5,-3,72,1,1,2,1
30,校园,2018-01-01 05:00:00,5,-3,72,1,1,3,2
31,地铁站,2018-01-01 05:00:00,5,-3,72,1,1,2,2
32,商业区,2018-01-01 05:00:00,5,-3,72,1,1,2,1
33,居住区,2018-01-01 05:00:00,5,-3,72,1,1,3,2
34,交通枢纽,2018-01-01 05:00:00,5,-3,72,1,1,1,0
35,校园,2018-01-01 05:00:00,5,-3,72,1,1,2,1
36,地铁站,2018-01-01 05:00:00,5,-3,72,1,1,1,1
37,商业区,2018-01-01 05:00:00,5,-3,72,1,1,2,1
38,居住区,2018-01-01 05:00:00,5,-3,72,1,1,2,1
39,交通枢纽,2018-01-01 05:00:00,5,-3,72,1,1,3,3
40,校园,2018-01-01 05:00:00,5,-3,72,1,1,2,2
41,地铁站,2018-01-01 05:00:00,5,-3,72,1,1,2,1
42,商业区,2018-01-01 05:00:00,5,-3,72,1,1,2,2
43,居住区,2018-01-01 05:00:00,5,-3,72,1,1,2,2
44,交通枢纽,2018-01-01 05:00:00,5,-3,72,1,1,2,1
45,校园,2018-01-01 05:00:00,5,-3,72,1,1,3,2
46,地铁站,2018-01-01 05:00:00,5,-3,72,1,1,1,0
47,商业区,2018-01-01 05:00:00,5,-3,72,1,1,2,2
48,居住区,2018-01-01 05:00:00,5,-3,72,1,1,3,2
49,交通枢纽,2018-01-01 05:00:00,5,-3,72,1,1,3,2
50,校园,2018-01-01 05:00:00,5,-3,72,1,1,2,2
1,地铁站,2018-01-01 06:00:00,6,-2,68,1,1,6,5
2,商业区,2018-01-01 06:00:00,6,-2,68,1,1,7,8
3,居住区,2018-01-01 06:00:00,6,-2,68,1,1,13,16
4,交通枢纽,2018-01-01 06:00:00,6,-2,68,1,1,7,5
5,校园,2018-01-01 06:00:00,6,-2,68,1,1,5,6
6,地铁站,2018-01-01 06:00:00,6,-2,68,1,1,6,5
7,商业区,2018-01-01 06:00:00,6,-2,68,1,1,6,4
8,居住区,2018-01-01 06:00:00,6,-2,68,1,1,18,18
9,交通枢纽,2018-01-01 06:00:00,6,-2,68,1,1,9,9
10,校园,2018-01-01 06:00:00,6,-2,68,1,1,9,9
11,地铁站,2018-01-01 06:00:00,6,-2,68,1,1,4,4
12,商业区,2018-01-01 06:00:00,6,-2,68,1,1,8,9
13,居住区,2018-01-01 06:00:00,6,-2,68,1,1,16,14
14,交通枢纽,2018-01-01 06:00:00,6,-2,68,1,1,7,6
15,校园,2018-01-01 06:00:00,6,-2,68,1,1,9,10
16,地铁站,2018-01-01 06:00:00,6,-2,68,1,1,3,3
17,商业区,2018-01-01 06:00:00,6,-2,68,1,1,6,5
18,居住区,2018-01-01 06:00:00,6,-2,68,1,1,10,7
19,交通枢纽,2018-01-01 06:00:00,6,-2,68,1,1,10,10
20,校园,2018-01-01 06:00:00,6,-2,68,1,1,6,4
21,地铁站,2018-01-01 06:00:00,6,-2,68,1,1,5,6
22,商业区,2018-01-01 06:00:00,6,-2,68,1,1,5,3
23,居住区,2018-01-01 06:00:00,6,-2,68,1,1,11,10
24,交通枢纽,2018-01-01 06:00:00,6,-2,68,1,1,4,3
25,校园,2018-01-01 06:00:00,6,-2,68,1,1,8,8
26,地铁站,2018-01-01 06:00:00,6,-2,68,1,1,7,8
27,商业区,2018-01-01 06:00:00,6,-2,68,1,1,5,4
28,居住区,2018-01-01 06:00:00,6,-2,68,1,1,19,19
29,交通枢纽,2018-01-01 06:00:00,6,-2,68,1,1,9,8
30,校园,2018-01-01 06:00:00,6,-2,68,1,1,9,8
31,地铁站,2018-01-01 06:00:00,6,-2,68,1,1,4,3
32,商业区,2018-01-01 06:00:00,6,-2,68,1,1,6,5
33,居住区,2018-01-01 06:00:00,6,-2,68,1,1,10,10
34,交通枢纽,2018-01-01 06:00:00,6,-2,68,1,1,8,9
35,校园,2018-01-01 06:00:00,6,-2,68,1,1,4,4
36,地铁站,2018-01-01 06:00:00,6,-2,68,1,1,6,4
37,商业区,2018-01-01 06:00:00,6,-2,68,1,1,5,4
38,居住区,2018-01-01 06:00:00,6,-2,68,1,1,9,7
39,交通枢纽,2018-01-01 06:00:00,6,-2,68,1,1,7,8
40,校园,2018-01-01 06:00:00,6,-2,68,1,1,10,11
41,地铁站,2018-01-01 06:00:00,6,-2,68,1,1,6,4
42,商业区,2018-01-01 06:00:00,6,-2,68,1,1,5,5
43,居住区,2018-01-01 06:00:00,6,-2,68,1,1,9,9
44,交通枢纽,2018-01-01 06:00:00,6,-2,68,1,1,8,7
45,校园,2018-01-01 06:00:00,6,-2,68,1,1,10,10
46,地铁站,2018-01-01 06:00:00,6,-2,68,1,1,5,5
47,商业区,2018-01-01 06:00:00,6,-2,68,1,1,4,4
48,居住区,2018-01-01 06:00:00,6,-2,68,1,1,14,13
49,交通枢纽,2018-01-01 06:00:00,6,-2,68,1,1,9,7
50,校园,2018-01-01 06:00:00,6,-2,68,1,1,10,9
1,地铁站,2018-01-01 07:00:00,7,-1,62,1,1,38,43
2,商业区,2018-01-01 07:00:00,7,-1,62,1,1,17,13
3,居住区,2018-01-01 07:00:00,7,-1,62,1,1,27,29
4,交通枢纽,2018-01-01 07:00:00,7,-1,62,1,1,21,26
5,校园,2018-01-01 07:00:00,7,-1,62,1,1,16,20
6,地铁站,2018-01-01 07:00:00,7,-1,62,1,1,44,43
7,商业区,2018-01-01 07:00:00,7,-1,62,1,1,17,18
8,居住区,2018-01-01 07:00:00,7,-1,62,1,1,39,45
9,交通枢纽,2018-01-01 07:00:00,7,-1,62,1,1,29,29
10,校园,2018-01-01 07:00:00,7,-1,62,1,1,26,25
11,地铁站,2018-01-01 07:00:00,7,-1,62,1,1,45,33
12,商业区,2018-01-01 07:00:00,7,-1,62,1,1,14,15
13,居住区,2018-01-01 07:00:00,7,-1,62,1,1,41,39
14,交通枢纽,2018-01-01 07:00:00,7,-1,62,1,1,28,29
15,校园,2018-01-01 07:00:00,7,-1,62,1,1,25,22
16,地铁站,2018-01-01 07:00:00,7,-1,62,1,1,44,37
17,商业区,2018-01-01 07:00:00,7,-1,62,1,1,21,15
18,居住区,2018-01-01 07:00:00,7,-1,62,1,1,48,51
19,交通枢纽,2018-01-01 07:00:00,7,-1,62,1,1,30,34
20,校园,2018-01-01 07:00:00,7,-1,62,1,1,38,43
21,地铁站,2018-01-01 07:00:00,7,-1,62,1,1,27,21
22,商业区,2018-01-01 07:00:00,7,-1,62,1,1,17,17
23,居住区,2018-01-01 07:00:00,7,-1,62,1,1,44,39
24,交通枢纽,2018-01-01 07:00:00,7,-1,62,1,1,29,25
25,校园,2018-01-01 07:00:00,7,-1,62,1,1,25,19
26,地铁站,2018-01-01 07:00:00,7,-1,62,1,1,34,27
27,商业区,2018-01-01 07:00:00,7,-1,62,1,1,16,18
28,居住区,2018-01-01 07:00:00,7,-1,62,1,1,32,44
29,交通枢纽,2018-01-01 07:00:00,7,-1,62,1,1,31,31
30,校园,2018-01-01 07:00:00,7,-1,62,1,1,23,25
31,地铁站,2018-01-01 07:00:00,7,-1,62,1,1,37,37
32,商业区,2018-01-01 07:00:00,7,-1,62,1,1,30,29
33,居住区,2018-01-01 07:00:00,7,-1,62,1,1,49,43
34,交通枢纽,2018-01-01 07:00:00,7,-1,62,1,1,28,35
35,校园,2018-01-01 07:00:00,7,-1,62,1,1,25,31
36,地铁站,2018-01-01 07:00:00,7,-1,62,1,1,48,43
37,商业区,2018-01-01 07:00:00,7,-1,62,1,1,22,25
38,居住区,2018-01-01 07:00:00,7,-1,62,1,1,45,34
39,交通枢纽,2018-01-01 07:00:00,7,-1,62,1,1,24,23
40,校园,2018-01-01 07:00:00,7,-1,62,1,1,28,30
41,地铁站,2018-01-01 07:00:00,7,-1,62,1,1,44,35
42,商业区,2018-01-01 07:00:00,7,-1,62,1,1,21,22
43,居住区,2018-01-01 07:00:00,7,-1,62,1,1,44,51
44,交通枢纽,2018-01-01 07:00:00,7,-1,62,1,1,33,35
45,校园,2018-01-01 07:00:00,7,-1,62,1,1,28,21
46,地铁站,2018-01-01 07:00:00,7,-1,62,1,1,46,47
47,商业区,2018-01-01 07:00:00,7,-1,62,1,1,21,16
48,居住区,2018-01-01 07:00:00,7,-1,62,1,1,31,35
49,交通枢纽,2018-01-01 07:00:00,7,-1,62,1,1,28,30
50,校园,2018-01-01 07:00:00,7,-1,62,1,1,28,28
1,地铁站,2018-01-01 08:00:00,8,0,58,1,1,99,91
2,商业区,2018-01-01 08:00:00,8,0,58,1,1,39,36
